,sentence_para,sentence_counter,word_para,word_counter,syllable_para,syllable_counter
5980,4,6,63,132,105,237
5981,3,5,61,105,109,169
5982,3,6,60,90,111,152
5983,4,5,81,115,139,186
5984,4,5,76,120,130,190
5985,3,4,84,100,125,142
5986,4,5,80,114,149,189
5987,4,8,88,104,156,172
5988,3,5,82,87,134,146
5989,4,5,58,96,96,181
5990,3,5,75,113,119,191
5991,3,5,64,101,87,169
5992,4,5,78,129,125,188
5993,4,5,83,102,132,163
5994,4,4,89,120,159,196
5995,5,5,86,97,147,167
5996,4,5,68,106,112,183
5997,4,5,82,105,147,157
5998,5,6,74,139,123,234
5999,4,5,67,141,125,237
6000,4,5,76,106,101,172
6001,5,5,82,94,129,152
6002,5,6,65,123,90,219
6003,3,6,54,124,85,196
6004,4,5,75,104,113,176
6005,4,6,59,103,107,179
6006,5,6,82,146,132,231
6007,4,5,83,94,145,164
6008,5,7,84,125,136,208
6009,3,5,58,109,98,180
6010,3,5,76,95,111,154
6011,4,3,70,81,122,159
6012,5,5,65,92,90,145
6013,4,5,90,107,139,186
6014,3,5,63,121,106,191
6015,4,5,81,104,126,180
6016,5,6,74,107,108,181
6017,4,4,86,85,141,151
6018,3,6,75,110,133,192
6019,2,6,63,95,121,157
6020,3,4,57,101,96,166
6021,5,4,83,90,119,133
6022,4,3,75,51,124,95
6023,4,6,83,152,141,245
6024,4,6,69,128,111,221
6025,5,4,76,104,114,155
6026,5,4,91,91,151,155
6027,3,5,65,86,99,137
6028,4,4,83,82,141,140
6029,4,5,67,101,113,170
6030,4,3,78,92,129,151
6031,4,6,74,125,127,189
6032,4,7,72,136,110,234
6033,4,7,69,120,111,201
6034,3,3,53,76,79,129
6035,5,7,75,139,141,225
6036,4,6,76,126,126,198
6037,3,6,72,139,132,235
6038,4,4,73,95,109,155
6039,4,4,81,89,126,157
6040,3,4,67,107,107,174
6041,3,4,61,91,94,160
6042,5,4,74,96,144,180
6043,3,7,77,143,132,223
6044,4,6,75,115,121,189
6045,5,6,58,87,106,159
6046,3,7,64,140,113,214
6047,4,4,75,101,123,191
6048,4,6,70,107,111,174
6049,3,5,61,106,98,165
6050,3,4,52,110,85,194
6051,4,5,74,112,115,187
6052,3,4,61,124,111,199
6053,4,5,85,102,141,181
6054,3,5,66,121,126,199
6055,4,5,81,121,126,192
6056,4,5,62,89,106,149
6057,4,6,100,113,165,171
6058,3,4,75,98,126,178
6059,3,5,67,103,123,169
6060,4,4,80,100,134,163
6061,3,7,75,152,119,247
6062,4,6,100,111,153,173
6063,3,3,61,80,100,132
6064,2,6,42,146,53,231
6065,3,6,62,140,99,196
6066,3,4,54,101,89,174
6067,4,6,60,129,105,209
6068,3,5,64,109,118,176
6069,4,7,83,138,135,219
6070,4,6,66,108,141,183
6071,3,6,53,153,86,238
6072,4,5,85,111,145,189
6073,8,4,75,84,149,140
6074,4,4,88,90,149,148
6075,3,5,65,104,104,162
6076,4,4,85,90,140,152
6077,4,4,79,105,128,173
6078,4,6,78,111,127,186
6079,3,4,58,90,86,140
6080,3,5,72,113,116,195
6081,5,6,71,115,120,196
6082,4,5,63,114,100,178
6083,3,5,68,101,107,187
6084,4,5,91,89,146,153
6085,4,6,71,119,104,183
6086,3,4,77,109,132,166
6087,3,5,67,93,102,156
6088,3,5,62,96,112,160
6089,3,5,61,110,103,201
6090,3,4,63,93,110,158
6091,3,4,85,115,142,191
6092,3,4,56,106,100,184
6093,3,5,53,111,90,164
6094,3,5,64,124,101,196
6095,5,6,93,94,153,150
6096,5,5,82,87,131,162
6097,4,4,66,98,109,170
6098,4,5,86,108,156,186
6099,4,5,68,106,113,189
6100,5,5,73,97,126,145
6101,4,5,71,99,118,160
6102,4,5,65,122,110,197
6103,4,5,95,95,156,171
6104,4,4,63,114,96,176
6105,3,5,68,106,106,181
6106,3,5,62,108,105,172
6107,3,4,63,96,96,155
6108,5,6,82,120,130,208
6109,3,5,63,100,93,164
6110,4,6,78,122,123,191
6111,2,4,66,78,102,132
6112,5,5,79,100,118,179
6113,4,4,72,110,120,177
6114,4,4,90,80,149,138
6115,5,5,88,123,152,204
6116,3,6,59,127,103,203
6117,3,4,86,114,148,189
6118,4,6,93,111,153,173
6119,5,4,94,92,138,151
6120,3,4,62,90,95,146
6121,3,4,79,104,114,155
6122,4,5,93,96,148,180
6123,4,5,90,120,138,180
6124,4,5,63,111,118,187
6125,3,5,48,104,98,152
6126,5,5,73,92,121,169
6127,3,5,77,87,144,142
6128,3,5,62,118,115,208
6129,5,5,65,96,110,158
6130,5,6,88,115,155,193
6131,5,3,114,65,200,101
6132,5,5,73,88,126,149
6133,3,4,82,93,134,167
6134,3,7,56,99,84,173
6135,3,5,51,118,84,203
6136,4,4,97,106,164,185
6137,4,5,71,79,113,134
6138,3,5,80,100,125,162
6139,4,7,81,128,129,191
6140,5,5,91,89,136,153
6141,3,6,47,119,74,183
6142,3,5,76,95,131,153
6143,3,4,75,90,128,155
6144,3,4,67,81,102,131
6145,4,5,81,107,130,180
6146,4,5,68,108,119,186
6147,4,6,62,126,102,184
6148,4,4,78,87,120,146
6149,4,6,65,108,110,179
6150,3,5,63,97,92,154
6151,3,4,65,89,112,137
6152,4,4,74,93,127,144
6153,3,4,67,90,118,148
6154,3,4,77,83,139,128
6155,4,5,84,90,145,158
6156,4,5,80,102,128,162
6157,3,5,60,125,88,202
6158,4,5,80,97,123,159
6159,4,5,81,121,118,193
6160,4,5,86,100,146,171
6161,3,5,78,92,131,161
6162,3,6,84,135,125,224
6163,3,5,56,130,84,207
6164,3,4,66,97,113,163
6165,4,7,81,125,137,202
6166,5,6,68,98,113,155
6167,4,5,74,117,125,201
6168,4,5,74,86,116,150
6169,3,5,60,81,85,143
6170,4,5,87,104,140,154
6171,3,5,76,113,132,175
6172,4,5,83,89,124,146
6173,4,4,53,77,91,134
6174,5,4,76,94,110,141
6175,3,5,75,91,114,144
6176,4,6,66,89,112,132
6177,3,5,54,82,77,134
6178,5,5,93,101,141,163
6179,3,4,62,98,103,149
6180,5,5,100,121,154,196
6181,5,5,70,106,126,188
6182,4,5,86,98,136,156
6183,4,5,74,111,127,185
6184,4,6,85,122,131,179
6185,4,4,96,89,183,154
6186,3,7,64,149,103,231
6187,3,5,65,110,110,183
6188,3,5,71,115,115,189
6189,4,5,74,94,124,148
6190,3,5,73,103,109,162
6191,5,5,87,108,132,187
6192,4,5,84,102,127,184
6193,4,4,77,72,120,117
6194,3,5,47,130,74,214
6195,3,5,59,104,101,173
6196,4,4,70,86,100,153
6197,4,5,60,98,84,152
6198,3,4,65,79,102,113
6199,3,6,63,90,104,140
6200,4,5,73,122,133,193
6201,4,7,72,136,115,226
6202,4,5,80,134,133,223
6203,4,7,53,93,80,168
6204,3,4,67,107,115,177
6205,3,3,58,98,100,155
6206,4,5,82,113,143,189
6207,3,5,61,94,98,156
6208,3,4,75,107,113,169
6209,3,3,75,72,124,133
6210,4,5,77,88,118,154
6211,4,6,82,130,132,204
6212,3,4,60,81,104,121
6213,3,6,54,139,89,219
6214,4,3,91,68,144,119
6215,4,6,80,145,134,252
6216,4,2,77,38,127,69
6217,3,5,72,91,117,151
6218,6,4,104,104,158,163
6219,3,5,60,121,108,197
6220,4,6,73,114,125,185
6221,4,4,100,101,153,152
6222,4,5,74,94,123,160
6223,4,6,75,120,104,193
6224,3,5,60,114,93,197
6225,5,5,87,122,152,228
6226,4,5,68,98,125,166
6227,3,5,64,144,97,208
6228,4,5,82,115,134,179
6229,4,5,83,80,135,133
6230,4,5,56,100,85,149
6231,4,4,77,75,130,121
6232,4,5,68,103,103,173
6233,3,5,73,109,133,181
6234,3,5,60,84,106,139
6235,3,6,70,122,107,183
6236,3,5,78,110,138,198
6237,4,6,68,105,120,166
6238,3,4,64,96,104,163
6239,4,5,66,111,99,186
6240,4,5,71,123,99,185
6241,3,5,59,93,88,150
6242,3,2,63,43,100,69
6243,4,6,82,126,137,186
6244,4,5,85,116,148,190
6245,4,6,66,124,93,193
6246,5,5,93,124,146,195
6247,4,5,58,95,109,161
6248,4,5,68,89,116,141
6249,4,5,81,94,131,148
6250,4,5,92,107,151,187
6251,4,6,79,93,133,153
6252,3,3,73,95,131,162
6253,4,4,87,98,151,143
6254,3,6,55,128,93,226
6255,4,4,77,99,119,175
6256,4,6,75,139,105,213
6257,4,5,77,98,120,154
6258,3,5,71,114,115,200
6259,3,5,67,116,96,197
6260,4,5,86,100,130,162
6261,4,5,65,114,108,179
6262,4,7,67,163,116,277
6263,3,4,75,94,128,141
6264,3,5,58,106,85,157
6265,4,3,48,72,85,126
6266,3,4,68,114,117,186
6267,4,5,81,128,124,232
6268,4,2,75,48,123,80
6269,4,5,74,112,116,166
6270,5,5,70,84,108,113
6271,4,4,71,79,118,142
6272,4,5,50,136,89,214
6273,3,5,79,93,123,157
6274,4,6,66,98,109,151
6275,3,6,81,99,148,184
6276,5,5,84,111,116,194
6277,4,6,77,106,117,163
6278,7,5,115,89,185,158
6279,4,4,83,81,141,130
6280,4,4,69,85,113,132
6281,4,5,87,100,123,175
6282,4,5,70,118,132,185
6283,3,6,67,140,124,220
6284,4,4,78,100,121,167
6285,3,5,59,93,98,160
6286,5,6,86,106,147,177
6287,3,5,59,123,95,191
6288,4,4,60,89,85,145
6289,4,5,65,123,98,207
6290,4,4,78,95,120,145
6291,3,4,70,100,120,185
6292,4,3,69,79,124,133
6293,3,5,62,104,110,193
6294,3,6,83,109,144,177
6295,3,5,58,100,99,166
6296,5,4,108,83,185,134
6297,4,6,75,138,129,230
6298,4,6,59,116,101,203
6299,5,6,95,117,140,195
6300,4,6,107,114,179,184
6301,3,5,57,107,82,159
6302,3,5,56,86,102,144
6303,3,5,67,121,101,201
6304,4,4,73,118,122,203
6305,3,5,58,76,86,125
6306,6,4,73,90,125,152
6307,3,6,84,118,116,185
6308,3,5,43,115,61,192
6309,4,7,80,125,121,208
6310,5,5,86,119,148,197
6311,3,5,54,113,87,180
6312,3,4,56,83,89,129
6313,3,5,65,112,103,205
6314,3,6,78,122,110,210
6315,4,5,83,96,126,164
6316,5,6,61,104,107,181
6317,6,6,84,110,134,183
6318,4,4,94,82,152,129
6319,4,5,70,94,96,149
6320,4,5,70,98,111,155
6321,3,4,55,99,88,158
6322,3,5,56,113,84,174
6323,3,4,49,87,78,147
6324,5,6,64,105,95,171
6325,4,5,66,104,107,165
6326,3,5,71,99,108,168
6327,4,5,81,89,143,145
6328,5,5,72,111,127,179
6329,4,5,83,137,124,217
6330,4,5,75,117,121,180
6331,4,5,82,92,137,167
6332,4,5,93,111,145,181
6333,4,5,68,104,119,178
6334,5,4,72,100,134,174
6335,3,4,54,127,91,211
6336,5,5,88,96,149,152
6337,4,6,59,102,103,182
6338,3,4,63,82,104,130
6339,5,5,68,117,119,187
6340,4,4,68,99,99,166
6341,4,4,88,76,124,130
6342,3,6,75,134,125,236
6343,3,5,60,87,105,141
6344,4,5,70,109,111,182
6345,3,6,70,112,121,187
6346,5,5,80,111,121,164
6347,4,6,75,143,127,223
6348,3,6,65,132,107,231
6349,6,5,106,85,158,144
6350,3,4,60,98,105,160
6351,5,4,72,81,126,145
6352,4,5,67,99,102,175
6353,3,6,76,124,130,200
6354,4,5,83,97,137,168
6355,3,5,62,91,103,147
6356,4,5,98,115,163,190
6357,3,5,51,96,78,162
6358,3,5,69,128,133,218
6359,3,4,57,69,88,115
6360,3,4,67,81,103,127
6361,4,5,88,112,153,168
6362,4,5,72,104,139,185
6363,5,7,93,127,153,235
6364,5,6,91,103,138,164
6365,4,4,78,90,113,141
6366,4,6,87,122,133,199
6367,4,6,79,95,128,148
6368,4,6,77,121,125,193
6369,4,6,82,91,132,152
6370,4,7,93,130,144,228
6371,3,5,65,122,98,204
6372,4,5,74,120,119,197
6373,3,4,74,98,117,150
6374,3,5,71,83,120,144
6375,5,6,71,91,130,165
6376,3,5,52,90,79,143
6377,4,4,96,70,151,114
6378,4,6,81,128,140,216
6379,3,4,78,98,130,153
6380,4,5,76,93,120,158
6381,4,5,76,116,133,193
6382,5,5,77,108,140,167
6383,4,5,64,102,108,152
6384,5,8,78,114,127,198
6385,3,5,73,104,131,186
6386,3,4,63,93,100,155
6387,4,5,80,109,133,183
6388,4,5,76,106,101,172
6389,4,5,77,92,132,156
6390,4,7,77,153,119,246
6391,4,6,80,116,119,204
6392,4,5,55,124,86,209
6393,2,3,52,90,69,160
6394,4,6,68,104,104,156
6395,4,5,74,74,123,109
6396,3,9,55,123,89,179
6397,3,4,54,87,77,132
6398,3,5,57,120,93,199
6399,3,4,62,84,101,144
6400,4,5,83,113,122,180
6401,2,11,49,148,66,226
6402,4,5,63,88,91,142
6403,3,4,51,78,82,122
6404,3,6,59,98,91,149
6405,4,4,69,72,119,117
6406,2,5,37,96,75,167
6407,2,6,37,107,77,169
6408,5,5,82,117,146,231
6409,3,5,74,124,140,218
6410,2,6,37,117,77,197
6411,3,5,77,102,149,176
6412,2,4,43,92,80,177
6413,3,5,63,140,94,215
6414,4,7,79,143,127,241
6415,3,4,64,98,132,197
6416,3,6,68,95,105,166
6417,1,7,16,119,33,193
6418,3,6,58,130,92,218
6419,3,5,59,92,100,173
6420,3,5,60,103,89,176
6421,4,6,80,132,137,231
6422,3,5,44,94,82,155
6423,5,8,84,94,128,155
6424,2,5,52,107,80,177
6425,2,5,32,84,59,153
6426,4,5,70,102,136,175
6427,6,4,86,90,131,157
6428,3,4,60,79,94,138
6429,5,5,102,132,190,209
6430,3,4,69,118,132,216
6431,4,5,88,107,152,188
6432,4,5,100,109,179,165
6433,1,5,16,100,34,156
6434,5,4,84,86,136,161
6435,2,4,37,90,79,167
6436,3,4,53,94,94,163
6437,4,6,88,118,148,205
6438,2,4,44,110,61,186
6439,3,6,78,122,137,199
6440,3,3,77,80,124,138
6441,3,6,60,142,103,220
6442,2,5,50,107,100,214
6443,4,4,95,84,155,128
6444,1,6,16,103,33,168
6445,5,6,75,126,133,229
6446,3,4,75,118,120,178
6447,3,5,64,89,113,150
6448,3,4,69,98,130,165
6449,2,4,44,98,78,181
6450,2,4,45,113,99,219
6451,3,5,56,92,112,190
6452,4,6,73,128,117,210
6453,2,6,33,130,67,226
6454,3,5,72,108,138,213
6455,5,5,84,65,128,132
6456,3,4,68,93,113,166
6457,3,4,71,120,140,261
6458,2,5,48,118,98,235
6459,3,4,66,94,129,194
6460,4,5,67,106,135,193
6461,3,4,71,99,120,172
6462,4,6,75,108,127,196
6463,3,4,65,110,97,194
6464,3,5,67,112,130,243
6465,1,6,17,112,32,191
6466,1,7,23,132,45,198
6467,2,4,68,110,118,179
6468,3,6,70,144,118,257
6469,4,5,76,123,150,235
6470,3,5,49,98,80,154
6471,3,7,44,109,70,188
6472,4,6,49,81,75,135
6473,4,5,61,95,104,166
6474,4,7,81,135,122,213
6475,4,5,74,129,100,199
6476,3,5,48,112,77,171
6477,3,5,59,99,95,174
6478,3,4,65,107,115,187
6479,3,4,66,88,109,135
6480,5,4,72,116,109,193
6481,4,6,71,99,125,167
6482,3,4,60,96,98,159
6483,3,5,40,81,58,144
6484,3,5,54,85,107,154
6485,4,6,73,125,112,210
6486,4,5,79,93,134,139
6487,4,4,83,101,124,157
6488,3,6,58,124,91,180
6489,4,6,74,128,115,224
6490,3,5,62,119,98,193
6491,2,4,43,91,75,156
6492,3,5,54,91,90,147
6493,4,5,76,126,117,210
6494,2,7,43,118,66,183
6495,2,4,46,79,69,140
6496,4,8,62,129,99,236
6497,3,4,73,82,113,149
6498,3,4,59,84,101,137
6499,3,5,65,126,103,201
6500,3,5,73,93,115,137
6501,3,4,66,116,134,215
6502,4,7,56,104,87,170
6503,5,7,74,119,106,192
6504,3,3,63,43,111,75
6505,3,6,70,102,108,158
6506,3,4,61,88,110,162
6507,3,6,76,117,116,180
6508,3,6,69,118,105,170
6509,4,4,61,90,87,138
6510,3,6,39,103,61,179
6511,3,5,51,107,79,170
6512,3,4,67,107,104,166
6513,3,5,65,117,115,196
6514,3,6,70,130,113,228
6515,3,6,64,111,91,184
6516,3,4,62,93,101,139
6517,3,4,61,88,95,135
6518,2,6,35,130,53,206
6519,3,4,54,92,97,146
6520,3,6,62,133,92,210
6521,4,4,75,104,116,152
6522,4,6,68,134,121,218
6523,3,6,86,107,138,187
6524,3,5,59,103,98,145
6525,3,4,54,84,91,150
6526,3,5,51,119,94,203
6527,3,5,59,110,87,146
6528,3,5,62,116,99,191
6529,3,5,59,98,107,140
6530,4,5,58,101,93,144
6531,2,5,53,89,88,137
6532,3,5,52,107,78,157
6533,3,4,51,86,88,156
6534,4,4,64,106,104,183
6535,4,6,86,128,135,218
6536,2,4,50,84,85,129
6537,3,5,52,90,87,140
6538,4,8,46,125,70,198
6539,4,6,76,104,116,180
6540,4,5,80,111,131,186
6541,3,5,53,114,79,179
6542,4,5,65,102,93,160
6543,1,3,33,85,61,127
6544,3,5,66,122,110,215
6545,3,5,76,90,137,141
6546,4,5,64,121,96,202
6547,4,6,67,124,119,165
6548,6,7,60,123,92,203
6549,4,5,87,118,145,199
6550,4,4,68,97,135,137
6551,3,6,58,103,93,132
6552,4,5,79,93,126,144
6553,3,6,53,128,83,206
6554,3,2,58,43,85,66
6555,3,5,57,105,84,154
6556,4,5,70,87,110,125
6557,3,4,77,77,120,123
6558,3,6,57,124,91,193
6559,3,5,62,113,105,163
6560,3,2,64,42,98,62
6561,2,5,38,88,63,148
6562,3,5,58,97,96,135
6563,3,4,51,90,73,153
6564,4,5,60,85,78,146
6565,3,5,71,128,118,193
6566,2,6,33,122,48,170
6567,4,5,60,83,96,138
6568,3,7,56,137,95,200
6569,3,5,66,98,97,136
6570,5,4,63,98,98,153
6571,4,5,76,116,121,207
6572,4,13,40,110,58,151
6573,3,4,56,84,85,135
6574,2,5,43,109,69,175
6575,2,5,72,117,108,221
6576,3,2,66,50,132,96
6577,3,5,66,100,93,168
6578,4,6,60,118,103,181
6579,3,4,81,88,141,143
6580,5,6,80,136,126,221
6581,3,5,70,116,106,184
6582,3,5,51,142,82,227
6583,3,6,54,129,95,216
6584,3,6,68,139,109,225
6585,4,3,78,60,127,87
6586,4,4,70,87,121,156
6587,1,6,21,120,43,204
6588,3,5,88,125,168,231
6589,4,5,83,89,137,157
6590,3,5,59,113,101,197
6591,3,5,63,93,93,133
6592,4,5,63,105,99,188
6593,4,5,70,123,129,222
6594,4,5,87,103,132,162
6595,5,4,84,110,139,180
6596,4,5,67,134,124,226
6597,4,4,70,84,113,136
6598,5,6,92,118,160,197
6599,3,5,61,123,103,196
6600,4,5,73,92,136,151
6601,4,8,78,134,129,215
6602,4,5,86,84,143,127
6603,3,6,67,117,112,176
6604,4,6,72,119,115,182
6605,5,5,76,92,128,158
6606,4,4,72,80,114,146
6607,5,7,88,128,144,192
6608,3,6,63,135,95,211
6609,6,5,88,109,129,174
6610,4,5,86,118,133,191
6611,3,6,69,124,111,186
6612,3,6,69,99,114,160
6613,4,7,76,118,139,186
6614,3,5,71,122,132,201
6615,3,5,50,97,89,152
6616,4,5,70,107,117,180
6617,4,6,64,125,113,198
6618,5,3,75,56,127,98
6619,4,5,64,104,122,165
6620,4,4,100,75,150,134
6621,4,4,84,109,152,200
6622,3,5,58,121,101,196
6623,4,5,80,120,124,180
6624,4,6,86,110,137,177
6625,5,4,93,79,142,127
6626,4,7,71,157,117,263
6627,4,4,106,73,191,121
6628,4,3,70,53,125,84
6629,3,5,79,103,123,170
6630,4,4,98,88,169,154
6631,4,7,94,142,154,236
6632,3,4,75,76,118,132
6633,4,5,62,124,102,191
6634,4,4,89,88,146,140
6635,3,6,48,133,80,205
6636,4,5,90,113,133,173
6637,3,7,56,117,102,177
6638,4,5,71,120,118,182
6639,3,5,66,141,110,235
6640,5,5,89,107,134,185
6641,3,6,70,101,126,174
6642,4,4,78,74,127,120
6643,4,5,77,98,135,145
6644,4,4,78,101,134,164
6645,5,4,89,111,133,202
6646,4,6,72,147,122,223
6647,3,5,82,102,147,165
6648,3,5,62,101,108,165
6649,3,6,68,123,117,185
6650,3,4,61,86,116,155
6651,4,5,85,117,135,212
6652,3,5,80,91,147,174
6653,3,6,68,131,110,201
6654,3,5,68,80,100,133
6655,4,6,71,170,114,260
6656,4,6,94,111,147,182
6657,4,6,92,124,157,190
6658,4,5,84,117,130,212
6659,5,4,82,94,121,156
6660,4,5,71,104,105,164
6661,3,4,64,87,114,153
6662,3,4,72,113,107,183
6663,3,6,73,113,147,183
6664,3,4,70,94,109,161
6665,3,6,61,108,90,203
6666,4,2,81,46,131,83
6667,4,4,63,103,104,177
6668,5,5,88,97,139,155
6669,3,4,69,93,121,152
6670,4,4,62,93,101,155
6671,4,4,70,106,116,196
6672,3,6,67,133,116,236
6673,3,6,67,130,100,227
6674,4,4,62,108,121,185
6675,4,5,90,106,154,190
6676,4,6,75,123,137,200
6677,4,6,73,116,120,166
6678,5,3,87,70,154,119
6679,4,5,83,95,123,156
6680,3,4,69,82,106,158
6681,4,5,75,120,111,201
6682,4,4,61,89,107,146
6683,6,6,114,115,178,188
6684,4,5,102,84,174,153
6685,3,5,80,91,130,138
6686,5,6,87,126,133,197
6687,4,5,86,120,146,221
6688,4,6,73,101,114,157
6689,4,4,81,97,116,164
6690,5,5,101,112,148,155
6691,4,5,88,125,143,203
6692,4,7,89,131,146,210
6693,3,4,85,70,143,112
6694,3,5,82,103,161,173
6695,4,6,72,149,122,245
6696,5,5,78,120,130,186
6697,3,5,73,101,113,162
6698,4,5,86,117,125,197
6699,3,6,55,104,99,163
6700,4,5,75,95,120,169
6701,4,5,75,114,116,224
6702,4,6,89,131,122,219
6703,4,5,63,92,101,142
6704,5,5,84,96,139,152
6705,4,4,70,105,114,171
6706,4,5,65,94,119,151
6707,3,5,83,116,137,198
6708,3,3,61,75,104,121
6709,3,5,69,112,107,194
6710,3,6,76,109,132,179
6711,3,5,63,95,111,161
6712,5,4,80,65,141,102
6713,4,5,69,111,121,172
6714,4,4,88,72,143,112
6715,3,4,57,101,101,160
6716,4,5,71,124,121,197
6717,3,2,67,48,127,86
6718,3,5,73,113,127,190
6719,4,4,74,86,126,155
6720,3,5,71,97,113,154
6721,3,6,63,131,97,239
6722,3,4,75,115,132,215
6723,4,4,67,97,115,159
6724,4,4,84,125,145,211
6725,4,5,65,94,113,168
6726,3,5,75,111,116,178
6727,4,4,83,92,131,159
6728,4,7,90,139,164,245
6729,4,4,84,76,136,128
6730,5,2,78,61,132,96
6731,4,4,77,90,122,153
6732,3,5,64,97,117,160
6733,4,5,77,126,123,201
6734,3,6,67,123,125,182
6735,4,4,74,118,116,187
6736,4,5,77,94,142,166
6737,4,4,81,95,134,150
6738,3,6,54,111,92,169
6739,4,6,85,103,131,159
6740,5,5,90,126,132,197
6741,3,4,74,74,125,112
6742,3,4,69,85,112,148
6743,4,7,76,142,136,216
6744,3,6,73,125,114,204
6745,4,5,88,121,160,187
6746,4,5,80,105,134,167
6747,4,7,88,131,133,202
6748,4,6,85,109,162,179
6749,4,5,89,99,125,154
6750,4,4,92,77,140,123
6751,3,4,51,89,95,150
6752,4,5,63,100,103,161
6753,4,4,82,95,129,160
6754,3,4,65,99,113,152
6755,4,5,77,98,131,164
6756,4,5,71,84,115,136
6757,4,4,75,96,108,155
6758,4,6,82,126,148,191
6759,3,3,80,57,128,92
6760,4,5,74,107,108,165
6761,3,6,75,118,123,203
6762,3,6,77,129,125,198
6763,3,5,56,118,100,200
6764,4,5,91,122,136,197
6765,3,5,85,92,137,149
6766,4,7,101,149,168,224
6767,5,5,101,131,159,226
6768,4,5,79,134,126,206
6769,4,5,78,112,128,176
6770,4,6,87,119,145,196
6771,3,6,78,117,139,205
6772,3,5,42,95,67,164
6773,4,6,83,127,144,202
6774,3,6,76,121,120,197
6775,4,4,84,105,138,170
6776,3,5,66,97,103,162
6777,3,4,74,95,145,156
6778,3,3,62,87,103,150
6779,5,5,74,99,123,163
6780,3,4,83,92,140,149
6781,3,5,64,153,113,284
6782,4,5,88,113,152,182
6783,4,4,81,68,128,113
6784,3,5,69,101,124,172
6785,3,5,80,107,134,184
6786,4,5,79,98,140,163
6787,5,7,90,109,150,179
6788,3,6,54,104,114,171
6789,4,4,95,76,162,127
6790,5,6,74,117,123,199
6791,3,2,78,55,123,95
6792,3,4,64,63,114,108
6793,4,4,58,92,100,171
6794,4,5,89,129,161,206
6795,3,4,66,103,101,180
6796,4,4,84,73,130,117
6797,4,5,69,110,113,177
6798,3,7,71,145,122,258
6799,4,5,58,103,89,165
6800,4,5,72,123,112,206
6801,5,5,94,105,133,170
6802,4,6,66,135,94,228
6803,3,3,72,95,124,133
6804,3,6,81,114,134,193
6805,4,4,87,105,134,152
6806,3,4,54,100,91,159
6807,4,6,83,134,143,203
6808,4,7,84,123,138,192
6809,4,6,75,122,123,183
6810,4,6,82,139,136,232
6811,3,4,72,87,127,157
6812,3,6,57,103,93,158
6813,3,2,64,18,113,30
6814,4,4,78,83,127,138
6815,5,5,76,108,128,184
6816,3,5,76,112,121,201
6817,3,6,65,124,95,211
6818,5,6,74,126,126,213
6819,4,3,71,55,113,81
6820,3,4,64,85,106,146
6821,4,3,95,70,137,115
6822,4,3,77,62,120,105
6823,4,4,83,78,143,131
6824,3,5,76,113,137,187
6825,3,4,71,69,123,108
6826,3,3,83,46,150,80
6827,4,6,91,121,148,200
6828,3,6,58,113,106,166
6829,4,6,62,121,96,198
6830,3,5,80,105,123,175
6831,3,5,55,111,97,176
6832,5,5,86,118,145,184
6833,5,5,90,118,138,192
6834,4,6,66,122,118,179
6835,5,3,90,62,143,98
6836,4,4,88,130,127,203
6837,4,8,78,184,115,304
6838,4,5,61,89,87,132
6839,3,6,56,138,89,230
6840,3,5,46,93,73,168
6841,4,6,87,117,147,201
6842,3,6,71,114,115,192
6843,5,7,100,129,181,214
6844,4,5,60,102,108,164
6845,4,4,98,79,155,124
6846,3,5,56,110,101,185
6847,3,3,68,89,114,147
6848,4,4,79,95,143,153
6849,4,5,76,90,127,137
6850,2,5,49,100,79,156
6851,5,6,107,101,166,162
6852,4,4,73,102,120,175
6853,3,5,75,96,138,159
6854,4,4,80,94,133,159
6855,3,4,63,100,107,179
6856,4,5,69,91,109,145
6857,4,5,80,114,124,198
6858,3,4,79,67,131,125
6859,4,4,84,112,134,203
6860,4,6,99,128,156,201
6861,5,5,89,129,133,202
6862,5,5,82,103,132,197
6863,3,5,71,137,124,224
6864,4,5,96,89,165,152
6865,4,5,76,105,128,179
6866,4,6,63,111,104,192
6867,3,4,60,86,93,123
6868,3,4,50,102,89,163
6869,4,6,90,112,148,172
6870,6,6,89,117,141,209
6871,4,5,86,105,141,187
6872,3,5,69,123,107,207
6873,4,4,84,94,131,160
6874,4,4,98,80,155,135
6875,3,4,69,89,115,141
6876,4,6,83,111,134,177
6877,3,6,73,124,126,207
6878,4,5,70,113,124,183
6879,5,4,92,74,167,124
6880,3,4,72,124,108,208
6881,4,6,84,123,121,203
6882,4,4,98,104,170,171
6883,4,4,78,83,120,141
6884,5,4,79,104,128,169
6885,3,4,65,77,128,122
6886,4,6,78,119,125,203
6887,4,4,88,73,143,124
6888,3,5,60,104,104,172
6889,4,5,86,112,126,168
6890,4,4,85,75,141,124
6891,4,4,79,102,126,164
6892,4,6,84,146,130,237
6893,6,5,93,96,138,170
6894,3,5,62,91,108,162
6895,4,6,73,101,111,162
6896,4,2,76,62,136,111
6897,4,5,74,108,121,183
6898,4,4,77,82,132,135
6899,5,4,104,64,182,111
6900,5,4,104,90,175,150
6901,3,5,71,107,121,175
6902,4,6,79,118,129,184
6903,4,5,96,93,157,154
6904,3,5,68,96,112,154
6905,4,5,79,109,126,190
6906,4,6,69,117,127,183
6907,3,5,74,137,131,246
6908,4,5,81,134,140,233
6909,3,4,63,67,99,117
